name	dist	support	dup_percent	dup_sp	evoltype	lineage	named_lineage	rank	sci_name	taxid
GB_GCA_012510335.1	0.06289					1|2|3|569|570|571|572|7033|7034	root|d__Archaea|p__Halobacteriota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoculleaceae|g__Methanoculleus|s__Methanoculleus sp012510335|GB_GCA_012510335.1	subspecies	s__Methanoculleus sp012510335	GB_GCA_012510335.1
N1629	0.03145				S	1|2|236|237|238|1025|1026	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L1	genus	g__MGIIa-L1	g__MGIIa-L1
N1670	0.10479				S	1|2|236|237|238|1025|1159	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__Poseidonia	genus	g__Poseidonia	g__Poseidonia
N1694	0.04102				S	1|2|236|237|238|1025|1376	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L2	genus	g__MGIIa-L2	g__MGIIa-L2
N1707	0.083				S	1|2|236|237|238|1025|1376	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L2	genus	g__MGIIa-L2	g__MGIIa-L2
N1720	0.01418				S	1|2|236|237|238|1025|1766	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L3	genus	g__MGIIa-L3	g__MGIIa-L3
N1723	0.00947				S	1|2|236|237|238|1025|1766	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-L3	genus	g__MGIIa-L3	g__MGIIa-L3
N1772	0.03504				S	1|2|236|237|238|1025|2606	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K1	genus	g__MGIIa-K1	g__MGIIa-K1
GB_GCA_002706615.1	0.12209					1|2|236|237|238|1025|2606|4696|4697	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K1|s__MGIIa-K1 sp002706615|GB_GCA_002706615.1	subspecies	s__MGIIa-K1 sp002706615	GB_GCA_002706615.1
GB_GCA_002699425.1	0.02391					1|2|236|237|238|1025|1643|6469|6470	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K2|s__MGIIa-K2 sp002699425|GB_GCA_002699425.1	subspecies	s__MGIIa-K2 sp002699425	GB_GCA_002699425.1
GB_GCA_002719395.1	0.02184					1|2|236|237|238|1025|1643|1644|1645	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Poseidoniaceae|g__MGIIa-K2|s__MGIIa-K2 sp002719395|GB_GCA_002719395.1	subspecies	s__MGIIa-K2 sp002719395	GB_GCA_002719395.1
N1908	0.0241				S	1|2|236|237|238|239	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae	family	f__Thalassarchaeaceae	f__Thalassarchaeaceae
N1931	0.09791				S	1|2|236|237|238|239|917	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__Thalassarchaeum	genus	g__Thalassarchaeum	g__Thalassarchaeum
N1953	0.11292				S	1|2|236|237|238|239|240	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2	genus	g__MGIIb-O2	g__MGIIb-O2
N1956	0.13258				S	1|2|236|237|238|239|240	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O2	genus	g__MGIIb-O2	g__MGIIb-O2
N1979	0.03805				S	1|2|236|237|238|239|783	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1	genus	g__MGIIb-O1	g__MGIIb-O1
N1984	0.02863				S	1|2|236|237|238|239|783	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O1	genus	g__MGIIb-O1	g__MGIIb-O1
N1993	0.00494				S	1|2|236|237|238|239|700	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N1	genus	g__MGIIb-N1	g__MGIIb-N1
N1996	0.00782				S	1|2|236|237|238|239|700	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N1	genus	g__MGIIb-N1	g__MGIIb-N1
N2004	0.04172				S	1|2|236|237|238|239|700	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N1	genus	g__MGIIb-N1	g__MGIIb-N1
GB_GCA_011523055.1	0.05875					1|2|236|237|238|239|700|1219|1220	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N1|s__MGIIb-N1 sp011523055|GB_GCA_011523055.1	subspecies	s__MGIIb-N1 sp011523055	GB_GCA_011523055.1
N2017	0.04124				S	1|2|236|237|238|239|2191	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N2	genus	g__MGIIb-N2	g__MGIIb-N2
GB_GCA_002708695.1	0.03831					1|2|236|237|238|239|2191|7545|7546	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N2|s__MGIIb-N2 sp002708695|GB_GCA_002708695.1	subspecies	s__MGIIb-N2 sp002708695	GB_GCA_002708695.1
GB_GCA_002497905.1	0.01337					1|2|236|237|238|239|2191|3284|3287	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N2|s__MGIIb-N2 sp002497905|GB_GCA_002497905.1	subspecies	s__MGIIb-N2 sp002497905	GB_GCA_002497905.1
GB_GCA_002506875.1	0.01047					1|2|236|237|238|239|2191|3522|3525	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-N2|s__MGIIb-N2 sp002506875|GB_GCA_002506875.1	subspecies	s__MGIIb-N2 sp002506875	GB_GCA_002506875.1
N2037	0.01402				S	1|2|236|237|238|239|1047	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1	genus	g__MGIIb-Q1	g__MGIIb-Q1
N2040	0.01716				S	1|2|236|237|238|239|1047	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1	genus	g__MGIIb-Q1	g__MGIIb-Q1
GB_GCA_002685895.1	0.07293					1|2|236|237|238|239|1047|3541|3542	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1|s__MGIIb-Q1 sp002685895|GB_GCA_002685895.1	subspecies	s__MGIIb-Q1 sp002685895	GB_GCA_002685895.1
GB_GCA_002725475.1	0.09279					1|2|236|237|238|239|1047|6889|6890	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-Q1|s__MGIIb-Q1 sp002725475|GB_GCA_002725475.1	subspecies	s__MGIIb-Q1 sp002725475	GB_GCA_002725475.1
N2054	0.0219				S	1|2|236|237|238|239|1467	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-P	genus	g__MGIIb-P	g__MGIIb-P
GB_GCA_002701965.1	0.03653					1|2|236|237|238|239|1467|7462|7463	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-P|s__MGIIb-P sp002701965|GB_GCA_002701965.1	subspecies	s__MGIIb-P sp002701965	GB_GCA_002701965.1
GB_GCA_001875345.1	0.00883					1|2|236|237|2153|2154|2155|8814|8815	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__MGIII|f__CG-Epi1|g__CG-Epi1|s__CG-Epi1 sp001875345|GB_GCA_001875345.1	subspecies	s__CG-Epi1 sp001875345	GB_GCA_001875345.1
GB_GCA_016845825.1	0.00502					1|2|236|237|2153|2154|2155|8608|8609	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__MGIII|f__CG-Epi1|g__CG-Epi1|s__CG-Epi1 sp016845825|GB_GCA_016845825.1	subspecies	s__CG-Epi1 sp016845825	GB_GCA_016845825.1
N2218	0.04916				S	1|2|236|367|588|589	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae	family	f__Methanomethylophilaceae	f__Methanomethylophilaceae
N2241	0.03009				S	1|2|236|367|588|589	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae	family	f__Methanomethylophilaceae	f__Methanomethylophilaceae
N2249	0.02				S	1|2|236|367|588|589|6093	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__WRKA01	genus	g__WRKA01	g__WRKA01
GB_GCA_009778265.1	0.08594					1|2|236|367|588|589|6093|6094|6095	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__WRKA01|s__WRKA01 sp009778265|GB_GCA_009778265.1	subspecies	s__WRKA01 sp009778265	GB_GCA_009778265.1
N2259	0.03838				S	1|2|236|367|588|589|3186	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__PWHV01	genus	g__PWHV01	g__PWHV01
N2262	0.07342				S	1|2|236|367|588|589|3186	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__PWHV01	genus	g__PWHV01	g__PWHV01
N2283	0.03702				S	1|2|236|367|588|881	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	family	f__Methanomassiliicoccaceae	f__Methanomassiliicoccaceae
N2294	0.07145				S	1|2|236|367|588|881|882	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__DTU008	genus	g__DTU008	g__DTU008
N2312	0.06512				S	1|2|236|367|588|4989	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__UBA472	family	f__UBA472	f__UBA472
N2317	0.23982				S	1|2|236|367|588|4989|7399	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__UBA472|g__FEN-33	genus	g__FEN-33	g__FEN-33
GB_GCA_011334735.1	0.02113					1|2|236|367|588|6827|6828|6829|6830	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__JACIVX01|g__JACIVX01|s__JACIVX01 sp011334735|GB_GCA_011334735.1	subspecies	s__JACIVX01 sp011334735	GB_GCA_011334735.1
GB_GCA_014361295.1	0.01549					1|2|236|367|588|6827|6828|6993|6994	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__JACIVX01|g__JACIVX01|s__JACIVX01 sp014361295|GB_GCA_014361295.1	subspecies	s__JACIVX01 sp014361295	GB_GCA_014361295.1
N2331	0.03393				S	1|2|236|367|4532|4533|4534	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__COMBO-56-21	genus	g__COMBO-56-21	g__COMBO-56-21
GB_GCA_018814355.1	0.12187					1|2|236|367|4532|4533|4534|4535|4537	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__COMBO-56-21|s__COMBO-56-21 sp018814355|GB_GCA_018814355.1	subspecies	s__COMBO-56-21 sp018814355	GB_GCA_018814355.1
N2336	0.10973				S	1|2|236|367|4532|4533|5030	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__UBA9653	genus	g__UBA9653	g__UBA9653
GB_GCA_018818785.1	0.15539					1|2|236|367|4532|4533|5030|5031|5032	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__UBA9653|s__UBA9653 sp018818785|GB_GCA_018818785.1	subspecies	s__UBA9653 sp018818785	GB_GCA_018818785.1
N2383	0.0626				S	1|2|236|367|3245|3246|3247	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12	genus	g__RBG-16-68-12	g__RBG-16-68-12
GB_GCA_013329855.1	0.16261					1|2|236|367|3245|3246|3247|5857|5858	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12|s__RBG-16-68-12 sp8695u|GB_GCA_013329855.1	subspecies	s__RBG-16-68-12 sp8695u	GB_GCA_013329855.1
N2390	0.02102				S	1|2|236|367|3245|3246|3247	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12	genus	g__RBG-16-68-12	g__RBG-16-68-12
GB_GCA_011331255.1	0.18005					1|2|236|367|3245|3246|3247|9737|9738	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12|s__RBG-16-68-12 sp011331255|GB_GCA_011331255.1	subspecies	s__RBG-16-68-12 sp011331255	GB_GCA_011331255.1
N2427	0.03635				S	1|2|236|367|368|369	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	family	f__Thermoplasmataceae	f__Thermoplasmataceae
N2438	0.04948				S	1|2|236|367|368|369	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	family	f__Thermoplasmataceae	f__Thermoplasmataceae
N2446	0.11648				S	1|2|236|367|368|369	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	family	f__Thermoplasmataceae	f__Thermoplasmataceae
RS_GCF_900176435.1	0.22301					1|2|236|367|368|369|4369|4370|4371	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Picrophilus|s__Picrophilus oshimae|RS_GCF_900176435.1	subspecies	s__Picrophilus oshimae	RS_GCF_900176435.1
N2452	0.02128				S	1|2|236|367|368|369|7840	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma	genus	g__Thermoplasma	g__Thermoplasma
RS_GCF_003205235.1	0.0454					1|2|236|367|368|369|7840|8565|8566	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma sp003205235|RS_GCF_003205235.1	subspecies	s__Thermoplasma sp003205235	RS_GCF_003205235.1
GB_GCA_001856825.1	0.09227					1|2|236|367|368|5117|5118|5119|5120	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__GCA-001856825|g__GCA-001856825|s__GCA-001856825 sp001856825|GB_GCA_001856825.1	subspecies	s__GCA-001856825 sp001856825	GB_GCA_001856825.1
GB_GCA_014874235.1	0.10467					1|2|236|367|368|5117|5118|10580|10581	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__GCA-001856825|g__GCA-001856825|s__GCA-001856825 sp014874235|GB_GCA_014874235.1	subspecies	s__GCA-001856825 sp014874235	GB_GCA_014874235.1
N2474	0.03067				S	1|2|236|367|1457|1458	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Aciduliprofundales|f__Aciduliprofundaceae	family	f__Aciduliprofundaceae	f__Aciduliprofundaceae
GB_GCA_015520975.1	0.13219					1|2|236|367|1457|1458|8908|8909|8910	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Aciduliprofundales|f__Aciduliprofundaceae|g__S143-98|s__S143-98 sp015520975|GB_GCA_015520975.1	subspecies	s__S143-98 sp015520975	GB_GCA_015520975.1
N2483	0.04513				S	1|2|236|367|1457|1458|8394	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Aciduliprofundales|f__Aciduliprofundaceae|g__JAADDK01	genus	g__JAADDK01	g__JAADDK01
GB_GCA_015522935.1	0.1798					1|2|236|367|1457|1458|7236|7237|7238	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Aciduliprofundales|f__Aciduliprofundaceae|g__S014-50|s__S014-50 sp015522935|GB_GCA_015522935.1	subspecies	s__S014-50 sp015522935	GB_GCA_015522935.1
N2500	0.02478				S	1|2|236|367|3681|3682|4827	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__PWKY01|f__PWKY01|g__Natronoplasma	genus	g__Natronoplasma	g__Natronoplasma
GB_GCA_003555395.1	0.0999					1|2|236|367|3681|3682|4827|10649|10650	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__PWKY01|f__PWKY01|g__Natronoplasma|s__Natronoplasma sp003555395|GB_GCA_003555395.1	subspecies	s__Natronoplasma sp003555395	GB_GCA_003555395.1
N2540	0.03499				S	1|2|236|1658|1659|1660|1661	root|d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50	genus	g__SM1-50	g__SM1-50
GB_GCA_016930995.1	0.08117					1|2|236|1658|1659|1660|1661|9595|9596	root|d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50|s__SM1-50 sp016930995|GB_GCA_016930995.1	subspecies	s__SM1-50 sp016930995	GB_GCA_016930995.1
GB_GCA_002900555.1	0.06384					1|2|236|1658|1659|1660|1661|4693|4694	root|d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50|s__SM1-50 sp002900555|GB_GCA_002900555.1	subspecies	s__SM1-50 sp002900555	GB_GCA_002900555.1
GB_GCA_016927555.1	0.16977					1|2|236|1658|1659|1660|1661|5701|5702	root|d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50|s__SM1-50 sp016927555|GB_GCA_016927555.1	subspecies	s__SM1-50 sp016927555	GB_GCA_016927555.1
N2843	0.03091				S	1|2|82|655|656|657	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae	family	f__Nitrosopumilaceae	f__Nitrosopumilaceae
N2846	0.13426				S	1|2|82|655|656|657|10476	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__VHBM01	genus	g__VHBM01	g__VHBM01
N2864	0.02906				S	1|2|82|655|656|657|714	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotenuis	genus	g__Nitrosotenuis	g__Nitrosotenuis
N2873	0.09009				S	1|2|82|655|656|657|714	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotenuis	genus	g__Nitrosotenuis	g__Nitrosotenuis
N2890	0.08263				S	1|2|82|655|656|657|1990	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotalea	genus	g__Nitrosotalea	g__Nitrosotalea
RS_GCF_011319465.1	0.10621					1|2|82|655|656|657|1990|5609|5610	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotalea|s__Nitrosotalea sp011319465|RS_GCF_011319465.1	subspecies	s__Nitrosotalea sp011319465	RS_GCF_011319465.1
N2895	0.01296				S	1|2|82|655|656|657|1990	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotalea	genus	g__Nitrosotalea	g__Nitrosotalea
GB_GCA_001917995.1	0.05371					1|2|82|655|656|657|1990|1991|1996	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosotalea|s__Nitrosotalea sp001917995|GB_GCA_001917995.1	subspecies	s__Nitrosotalea sp001917995	GB_GCA_001917995.1
N2903	0.0337				S	1|2|82|655|656|657|3453	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__TA-20	genus	g__TA-20	g__TA-20
GB_GCA_005877305.1	0.04025					1|2|82|655|656|657|3453|5455|5457	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__TA-20|s__TA-20 sp005877305|GB_GCA_005877305.1	subspecies	s__TA-20 sp005877305	GB_GCA_005877305.1
GB_GCA_013330055.1	0.09769					1|2|82|655|656|657|9239|9240|9241	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__UBA8516|s__UBA8516 sp8516u|GB_GCA_013330055.1	subspecies	s__UBA8516 sp8516u	GB_GCA_013330055.1
GB_GCA_016200035.1	0.09243					1|2|82|655|656|657|6552|6553|6554	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__JACQFM01|s__JACQFM01 sp016200035|GB_GCA_016200035.1	subspecies	s__JACQFM01 sp016200035	GB_GCA_016200035.1
N2924	0.12719				S	1|2|82|655|656|1099|1100	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrososphaera	genus	g__Nitrososphaera	g__Nitrososphaera
N2935	0.02629				S	1|2|82|655|656|1099	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae	family	f__Nitrososphaeraceae	f__Nitrososphaeraceae
N2939	0.02497				S	1|2|82|655|656|1099|7002	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__TH5896	genus	g__TH5896	g__TH5896
N2942	0.01274				S	1|2|82|655|656|1099|7002	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__TH5896	genus	g__TH5896	g__TH5896
N2959	0.08028				S	1|2|82|655|656|1099|2910	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrosocosmicus	genus	g__Nitrosocosmicus	g__Nitrosocosmicus
N2964	0.13205				S	1|2|82|655|656|1099|2910	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Nitrosocosmicus	genus	g__Nitrosocosmicus	g__Nitrosocosmicus
N2972	0.01749				S	1|2|82|655|656|1099|2928	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__TA-21	genus	g__TA-21	g__TA-21
N2975	0.02203				S	1|2|82|655|656|1099|2928	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__TA-21	genus	g__TA-21	g__TA-21
GB_GCA_002898655.1	0.02014					1|2|82|655|656|2184|2185|10863|10864	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosocaldaceae|g__Nitrosocaldus|s__Nitrosocaldus sp002898655|GB_GCA_002898655.1	subspecies	s__Nitrosocaldus sp002898655	GB_GCA_002898655.1
RS_GCF_900248165.1	0.01483					1|2|82|655|656|2184|2185|2628|2631	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosocaldaceae|g__Nitrosocaldus|s__Nitrosocaldus cavascurensis|RS_GCF_900248165.1	subspecies	s__Nitrosocaldus cavascurensis	RS_GCF_900248165.1
N3006	0.11862				S	1|2|82|655|656|1418|1419	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57|g__UBA57	genus	g__UBA57	g__UBA57
GB_GCA_002713205.1	0.27244					1|2|82|655|656|1418|1419|9376|9377	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57|g__UBA57|s__UBA57 sp002713205|GB_GCA_002713205.1	subspecies	s__UBA57 sp002713205	GB_GCA_002713205.1
GB_GCA_016180375.1	0.1736					1|2|82|655|656|1418|10575|10576|10577	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57|g__JACPBJ01|s__JACPBJ01 sp016180375|GB_GCA_016180375.1	subspecies	s__JACPBJ01 sp016180375	GB_GCA_016180375.1
GB_GCA_016871995.1	0.19682					1|2|82|655|656|1418|7619|7620|7621	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57|g__VHBL01|s__VHBL01 sp016871995|GB_GCA_016871995.1	subspecies	s__VHBL01 sp016871995	GB_GCA_016871995.1
GB_GCA_016184315.1	0.09931					1|2|82|655|656|7050|7051|8053|8054	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__JACQRY01|g__JACQRY01|s__JACQRY01 sp016184315|GB_GCA_016184315.1	subspecies	s__JACQRY01 sp016184315	GB_GCA_016184315.1
GB_GCA_016206275.1	0.11398					1|2|82|655|656|7050|7051|7052|7053	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__JACQRY01|g__JACQRY01|s__JACQRY01 sp016206275|GB_GCA_016206275.1	subspecies	s__JACQRY01 sp016206275	GB_GCA_016206275.1
N3035	0.07494				S	1|2|82|655|656|3129|8778	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA183|g__UBA183	genus	g__UBA183	g__UBA183
N3038	0.04943				S	1|2|82|655|656|3129|8778	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA183|g__UBA183	genus	g__UBA183	g__UBA183
GB_GCA_005877225.1	0.04232					1|2|82|655|656|3129|3130|3131|3134	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA183|g__TA-13|s__TA-13 sp005877225|GB_GCA_005877225.1	subspecies	s__TA-13 sp005877225	GB_GCA_005877225.1
GB_GCA_005877365.1	0.01675					1|2|82|655|656|3129|3130|5012|5014	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA183|g__TA-13|s__TA-13 sp005877365|GB_GCA_005877365.1	subspecies	s__TA-13 sp005877365	GB_GCA_005877365.1
